,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,weekend,day,month,year
856,"43,957",San Francisco Giants,0,6,0, 2:47,"Night Game, on grass",Los Angeles Dodgers,0,5,1, 7:10 p.m. , Dodger Stadium,Wednesday,24,August, 2016
857,"16,100",Texas Rangers,1,7,6, 2:44,"Night Game, on grass",Cincinnati Reds,1,4,5, 7:11 p.m. , Great American Ball Park,Wednesday,24,August, 2016
858,"15,630",Philadelphia Phillies,0,10,5, 2:44,"Night Game, on grass",Chicago White Sox,0,7,3, 7:10 p.m. , U.S. Cellular Field,Wednesday,24,August, 2016
859,"15,376",Atlanta Braves,0,14,9, 4:46,"Night Game, on grass",Arizona Diamondbacks,0,18,10, 6:40 p.m. , Chase Field,Wednesday,24,August, 2016
860,"46,696",Los Angeles Angels of Anaheim,0,8,2, 2:38,"Night Game, on turf",Toronto Blue Jays,0,10,7, 7:08 p.m. , Rogers Centre,Tuesday,23,August, 2016
861,"11,249",Boston Red Sox,0,5,2, 3:09,"Night Game, on turf",Tampa Bay Rays,1,6,1, 7:10 p.m. , Tropicana Field,Tuesday,23,August, 2016
862,"40,082",New York Mets,0,12,7, 3:12,"Night Game, on grass",St. Louis Cardinals,0,9,4, 7:15 p.m. , Busch Stadium III,Tuesday,23,August, 2016
863,"24,628",New York Yankees,0,9,5, 2:45,"Night Game, on grass",Seattle Mariners,2,4,1, 7:10 p.m. , Safeco Field,Tuesday,23,August, 2016
864,"33,614",Chicago Cubs,0,10,5, 2:55,"Night Game, on grass",San Diego Padres,1,4,3, 7:10 p.m. , Petco Park,Tuesday,23,August, 2016
865,"28,760",Houston Astros,1,6,1, 2:32,"Night Game, on grass",Pittsburgh Pirates,0,11,7, 7:07 p.m. , PNC Park,Tuesday,23,August, 2016
866,"13,141",Cleveland Indians,1,4,1, 2:43,"Night Game, on grass",Oakland Athletics,0,13,9, 7:07 p.m. , Oakland-Alameda County Coliseum,Tuesday,23,August, 2016
867,"24,379",Detroit Tigers,0,14,8, 2:45,"Night Game, on grass",Minnesota Twins,1,6,3, 7:10 p.m. , Target Field,Tuesday,23,August, 2016
868,"21,460",Colorado Rockies,0,11,4, 3:29,"Night Game, on grass",Milwaukee Brewers,0,8,6, 7:10 p.m. , Miller Park,Tuesday,23,August, 2016
869,"18,513",Kansas City Royals,0,6,1, 2:50,"Night Game, on grass",Miami Marlins,0,7,0, 7:11 p.m. , Marlins Park,Tuesday,23,August, 2016
870,"46,899",San Francisco Giants,0,9,5, 3:36,"Night Game, on grass",Los Angeles Dodgers,0,14,9, 7:10 p.m. , Dodger Stadium,Tuesday,23,August, 2016
871,"16,668",Texas Rangers,0,5,0, 2:39,"Night Game, on grass",Cincinnati Reds,0,6,3, 7:10 p.m. , Great American Ball Park,Tuesday,23,August, 2016
872,"18,843",Philadelphia Phillies,0,5,1, 2:38,"Night Game, on grass",Chicago White Sox,0,11,9, 7:10 p.m. , U.S. Cellular Field,Tuesday,23,August, 2016
873,"26,697",Washington Nationals,1,10,1, 3:12,"Night Game, on grass",Baltimore Orioles,0,13,8, 7:07 p.m. , Oriole Park at Camden Yards,Tuesday,23,August, 2016
874,"18,780",Atlanta Braves,0,12,7, 3:23,"Night Game, on grass",Arizona Diamondbacks,2,5,4, 6:40 p.m. , Chase Field,Tuesday,23,August, 2016
875,"13,576",Boston Red Sox,0,9,6, 3:13,"Night Game, on turf",Tampa Bay Rays,1,5,2, 7:10 p.m. , Tropicana Field,Monday,22,August, 2016
876,"24,384",New York Yankees,0,9,5, 2:56,"Night Game, on grass",Seattle Mariners,0,10,7, 7:10 p.m. , Safeco Field,Monday,22,August, 2016
877,"31,707",Chicago Cubs,1,11,5, 3:19,"Night Game, on grass",San Diego Padres,0,6,1, 7:10 p.m. , Petco Park,Monday,22,August, 2016
878,"24,017",Houston Astros,2,5,3, 2:17,"Night Game, on grass",Pittsburgh Pirates,1,5,1, 7:08 p.m. , PNC Park,Monday,22,August, 2016
879,"10,114",Cleveland Indians,1,7,1, 2:29,"Night Game, on grass",Oakland Athletics,0,4,0, 7:07 p.m. , Oakland-Alameda County Coliseum,Monday,22,August, 2016
880,"20,458",Colorado Rockies,2,7,2, 2:54,"Night Game, on grass",Milwaukee Brewers,0,4,4, 6:20 p.m. , Miller Park,Monday,22,August, 2016
881,"15,690",Los Angeles Dodgers,1,21,18, 4:02,"Day Game, on grass",Cincinnati Reds,0,14,9, 12:36 p.m. , Great American Ball Park,Monday,22,August, 2016
882,"31,660",Washington Nationals,0,5,3, 2:31,"Night Game, on grass",Baltimore Orioles,0,5,4, 7:07 p.m. , Oriole Park at Camden Yards,Monday,22,August, 2016
883,"15,789",Atlanta Braves,0,12,8, 3:18,"Night Game, on grass",Arizona Diamondbacks,0,16,9, 6:40 p.m. , Chase Field,Monday,22,August, 2016
884,"17,685",Texas Rangers,1,7,4, 3:01,"Day Game, on turf",Tampa Bay Rays,0,8,8, 1:11 p.m. , Tropicana Field,Sunday,21,August, 2016
885,"41,377",New York Mets,0,4,2, 2:25,"Night Game, on grass",San Francisco Giants,0,3,0, 5:08 p.m. , AT&T Park,Sunday,21,August, 2016
886,"35,833",Milwaukee Brewers,1,10,7, 3:13,"Day Game, on grass",Seattle Mariners,0,11,6, 1:11 p.m. , Safeco Field,Sunday,21,August, 2016
887,"28,150",Arizona Diamondbacks,0,5,1, 2:30,"Day Game, on grass",San Diego Padres,1,11,9, 1:42 p.m. , Petco Park,Sunday,21,August, 2016
888,"28,616",Miami Marlins,2,6,3, 2:55,"Day Game, on grass",Pittsburgh Pirates,2,5,2, 1:38 p.m. , PNC Park,Sunday,21,August, 2016
889,"20,127",St. Louis Cardinals,0,13,9, 3:07,"Day Game, on grass",Philadelphia Phillies,0,9,0, 1:38 p.m. , Citizens Bank Park,Sunday,21,August, 2016
890,"31,032",Boston Red Sox,0,7,5, 3:09,"Day Game, on grass",Detroit Tigers,0,10,10, 1:10 p.m. , Comerica Park,Sunday,21,August, 2016
891,"46,206",Chicago Cubs,4,7,4, 3:00,"Day Game, on grass",Colorado Rockies,0,14,11, 2:10 p.m. , Coors Field,Sunday,21,August, 2016
892,"26,696",Toronto Blue Jays,0,7,2, 2:53,"Day Game, on grass",Cleveland Indians,0,9,3, 1:11 p.m. , Progressive Field,Sunday,21,August, 2016
893,"28,752",Los Angeles Dodgers,0,8,4, 2:55,"Day Game, on grass",Cincinnati Reds,0,9,0, 1:12 p.m. , Great American Ball Park,Sunday,21,August, 2016
894,"23,030",Oakland Athletics,1,10,2, 2:42,"Day Game, on grass",Chicago White Sox,0,11,4, 1:10 p.m. , U.S. Cellular Field,Sunday,21,August, 2016
895,"29,734",Houston Astros,0,9,5, 2:32,"Night Game, on grass",Baltimore Orioles,1,6,3, 5:40 p.m. , Oriole Park at Camden Yards,Sunday,21,August, 2016
896,"25,341",Washington Nationals,5,8,6, 3:36,"Day Game, on grass",Atlanta Braves,0,9,7, 1:36 p.m. , Turner Field,Sunday,21,August, 2016
897,"40,309",New York Yankees,0,6,0, 2:39,"Day Game, on grass",Los Angeles Angels of Anaheim,0,8,2, 12:37 p.m. , Angel Stadium of Anaheim,Sunday,21,August, 2016
898,"16,505",Texas Rangers,0,9,2, 2:56,"Night Game, on turf",Tampa Bay Rays,1,12,8, 6:10 p.m. , Tropicana Field,Saturday,20,August, 2016
899,"41,125",New York Mets,0,13,9, 3:21,"Day Game, on grass",San Francisco Giants,0,11,5, 1:06 p.m. , AT&T Park,Saturday,20,August, 2016
900,"29,170",Milwaukee Brewers,1,7,2, 2:53,"Night Game, on grass",Seattle Mariners,0,12,8, 6:11 p.m. , Safeco Field,Saturday,20,August, 2016
901,"32,599",Arizona Diamondbacks,1,4,2, 2:52,"Night Game, on grass",San Diego Padres,4,3,1, 5:40 p.m. , Petco Park,Saturday,20,August, 2016
902,"37,828",Miami Marlins,0,6,3, 2:30,"Night Game, on grass",Pittsburgh Pirates,1,4,1, 7:08 p.m. , PNC Park,Saturday,20,August, 2016
903,"32,288",St. Louis Cardinals,0,9,2, 2:56,"Night Game, on grass",Philadelphia Phillies,0,11,4, 7:09 p.m. , Citizens Bank Park,Saturday,20,August, 2016
904,"29,268",Minnesota Twins,0,4,0, 2:31,"Night Game, on grass",Kansas City Royals,0,17,10, 6:16 p.m. , Kauffman Stadium,Saturday,20,August, 2016
905,"37,886",Boston Red Sox,0,8,3, 2:36,"Night Game, on grass",Detroit Tigers,0,6,2, 8:30 p.m. , Comerica Park,Saturday,20,August, 2016
906,"48,113",Chicago Cubs,0,15,9, 3:05,"Night Game, on grass",Colorado Rockies,2,5,2, 6:10 p.m. , Coors Field,Saturday,20,August, 2016
907,"33,604",Toronto Blue Jays,2,14,6, 3:00,"Night Game, on grass",Cleveland Indians,0,6,5, 7:10 p.m. , Progressive Field,Saturday,20,August, 2016
908,"29,735",Los Angeles Dodgers,0,3,1, 2:53,"Night Game, on grass",Cincinnati Reds,0,18,11, 7:10 p.m. , Great American Ball Park,Saturday,20,August, 2016
909,"21,178",Oakland Athletics,0,6,2, 2:33,"Night Game, on grass",Chicago White Sox,0,10,6, 6:11 p.m. , U.S. Cellular Field,Saturday,20,August, 2016
910,"39,373",Houston Astros,0,14,12, 3:21,"Night Game, on grass",Baltimore Orioles,1,7,2, 7:07 p.m. , Oriole Park at Camden Yards,Saturday,20,August, 2016
911,"42,421",Washington Nationals,1,17,11, 3:26,"Night Game, on grass",Atlanta Braves,0,12,9, 7:11 p.m. , Turner Field,Saturday,20,August, 2016
912,"44,129",New York Yankees,0,8,5, 2:51,"Night Game, on grass",Los Angeles Angels of Anaheim,1,4,1, 6:45 p.m. , Angel Stadium of Anaheim,Saturday,20,August, 2016
913,"15,109",Texas Rangers,1,11,6, 2:56,"Night Game, on turf",Tampa Bay Rays,0,6,2, 7:11 p.m. , Tropicana Field,Friday,19,August, 2016
914,"41,434",New York Mets,2,11,1, 2:54,"Night Game, on grass",San Francisco Giants,0,15,8, 7:26 p.m. , AT&T Park,Friday,19,August, 2016
915,"37,758",Milwaukee Brewers,3,11,6, 3:21,"Night Game, on grass",Seattle Mariners,0,11,7, 7:10 p.m. , Safeco Field,Friday,19,August, 2016
916,"26,080",Arizona Diamondbacks,0,13,4, 3:58,"Night Game, on grass",San Diego Padres,1,11,7, 7:40 p.m. , Petco Park,Friday,19,August, 2016
917,"32,357",Miami Marlins,1,16,6, 3:36,"Night Game, on grass",Pittsburgh Pirates,2,12,5, 7:07 p.m. , PNC Park,Friday,19,August, 2016
918,"20,627",St. Louis Cardinals,0,9,4, 3:54,"Night Game, on grass",Philadelphia Phillies,0,11,3, 7:09 p.m. , Citizens Bank Park,Friday,19,August, 2016
919,"28,463",Minnesota Twins,0,7,4, 3:44,"Night Game, on grass",Kansas City Royals,0,12,5, 7:16 p.m. , Kauffman Stadium,Friday,19,August, 2016
920,"36,108",Boston Red Sox,1,16,10, 2:46,"Night Game, on grass",Detroit Tigers,0,4,2, 7:10 p.m. , Comerica Park,Friday,19,August, 2016
921,"43,950",Chicago Cubs,2,12,6, 3:47,"Night Game, on grass",Colorado Rockies,0,11,7, 8:50 p.m. , Coors Field,Friday,19,August, 2016
922,"14,108",Miami Marlins,2,8,4, 2:40,"Night Game, on grass",Cincinnati Reds,2,8,5, 7:10 p.m. , Great American Ball Park,Thursday,18,August, 2016
923,"41,407",Milwaukee Brewers,0,6,6, 3:21,"Day Game, on grass",Chicago Cubs,0,14,9, 1:20 p.m. , Wrigley Field,Thursday,18,August, 2016
924,"20,288",Houston Astros,0,7,5, 2:40,"Night Game, on grass",Baltimore Orioles,1,18,13, 7:07 p.m. , Oriole Park at Camden Yards,Thursday,18,August, 2016
925,"24,099",Washington Nationals,1,6,8, 3:32,"Night Game, on grass",Atlanta Braves,2,7,2, 8:26 p.m. , Turner Field,Thursday,18,August, 2016
926,"37,721",Seattle Mariners,1,8,4, 2:58,"Night Game, on grass",Los Angeles Angels of Anaheim,0,10,6, 7:09 p.m. , Angel Stadium of Anaheim,Thursday,18,August, 2016
927,"26,743",Oakland Athletics,1,8,2, 2:54,"Night Game, on grass",Texas Rangers,0,11,6, 7:11 p.m. , Globe Life Park in Arlington,Wednesday,17,August, 2016
928,"10,251",San Diego Padres,0,5,0, 2:32,"Day Game, on turf",Tampa Bay Rays,0,6,2, 1:10 p.m. , Tropicana Field,Wednesday,17,August, 2016
929,"41,139",Pittsburgh Pirates,0,7,6, 3:21,"Day Game, on grass",San Francisco Giants,0,10,5, 12:45 p.m. , AT&T Park,Wednesday,17,August, 2016
930,"21,137",Los Angeles Dodgers,0,11,7, 3:23,"Night Game, on grass",Philadelphia Phillies,0,11,2, 7:06 p.m. , Citizens Bank Park,Wednesday,17,August, 2016
931,"37,736",Toronto Blue Jays,0,11,7, 2:47,"Day Game, on grass",New York Yankees,1,9,4, 1:09 p.m. , Yankee Stadium III,Wednesday,17,August, 2016
932,"27,508",St. Louis Cardinals,0,12,8, 2:59,"Day Game, on grass",Houston Astros,0,7,2, 1:10 p.m. , Minute Maid Park,Wednesday,17,August, 2016
933,"28,790",Kansas City Royals,2,7,4, 2:47,"Night Game, on grass",Detroit Tigers,0,6,1, 7:10 p.m. , Comerica Park,Wednesday,17,August, 2016
934,"25,308",Washington Nationals,0,13,10, 3:52,"Day Game, on grass",Colorado Rockies,1,11,12, 1:12 p.m. , Coors Field,Wednesday,17,August, 2016
935,"14,371",Chicago White Sox,0,13,10, 3:30,"Night Game, on grass",Cleveland Indians,2,13,7, 7:10 p.m. , Progressive Field,Wednesday,17,August, 2016
936,"13,973",Miami Marlins,1,6,2, 3:07,"Night Game, on grass",Cincinnati Reds,1,8,3, 7:10 p.m. , Great American Ball Park,Wednesday,17,August, 2016
937,"40,310",Milwaukee Brewers,0,4,1, 2:50,"Night Game, on grass",Chicago Cubs,0,8,6, 7:06 p.m. , Wrigley Field,Wednesday,17,August, 2016
938,"26,160",Boston Red Sox,1,13,8, 2:12,"Night Game, on grass",Baltimore Orioles,0,4,1, 7:08 p.m. , Oriole Park at Camden Yards,Wednesday,17,August, 2016
939,"19,304",Minnesota Twins,0,14,10, 3:24,"Night Game, on grass",Atlanta Braves,0,8,3, 7:10 p.m. , Turner Field,Wednesday,17,August, 2016
940,"18,469",New York Mets,0,10,5, 2:53,"Night Game, on grass",Arizona Diamondbacks,0,12,13, 6:40 p.m. , Chase Field,Wednesday,17,August, 2016
941,"36,950",Seattle Mariners,0,10,4, 3:37,"Night Game, on grass",Los Angeles Angels of Anaheim,0,14,3, 7:08 p.m. , Angel Stadium of Anaheim,Wednesday,17,August, 2016
942,"21,877",Oakland Athletics,0,11,4, 3:40,"Night Game, on grass",Texas Rangers,1,6,5, 7:06 p.m. , Globe Life Park in Arlington,Tuesday,16,August, 2016
943,"10,793",San Diego Padres,0,7,1, 3:18,"Night Game, on turf",Tampa Bay Rays,1,16,15, 7:10 p.m. , Tropicana Field,Tuesday,16,August, 2016
944,"41,185",Pittsburgh Pirates,2,8,4, 3:12,"Night Game, on grass",San Francisco Giants,0,8,3, 7:16 p.m. , AT&T Park,Tuesday,16,August, 2016
945,"28,118",Los Angeles Dodgers,1,13,15, 3:30,"Night Game, on grass",Philadelphia Phillies,1,8,5, 7:08 p.m. , Citizens Bank Park,Tuesday,16,August, 2016
946,"31,874",Toronto Blue Jays,0,15,12, 3:09,"Night Game, on grass",New York Yankees,1,8,6, 7:08 p.m. , Yankee Stadium III,Tuesday,16,August, 2016
947,"30,438",St. Louis Cardinals,1,9,8, 3:06,"Night Game, on grass",Houston Astros,0,9,5, 7:11 p.m. , Minute Maid Park,Tuesday,16,August, 2016
948,"28,663",Kansas City Royals,0,6,6, 2:43,"Night Game, on grass",Detroit Tigers,1,3,1, 7:11 p.m. , Comerica Park,Tuesday,16,August, 2016
949,"29,209",Washington Nationals,0,9,2, 2:54,"Night Game, on grass",Colorado Rockies,0,9,6, 6:40 p.m. , Coors Field,Tuesday,16,August, 2016
950,"13,857",Chicago White Sox,1,7,1, 3:08,"Night Game, on grass",Cleveland Indians,0,11,3, 7:11 p.m. , Progressive Field,Tuesday,16,August, 2016
951,"14,440",Miami Marlins,0,9,3, 2:34,"Night Game, on grass",Cincinnati Reds,0,8,6, 7:11 p.m. , Great American Ball Park,Tuesday,16,August, 2016
952,"39,420",Milwaukee Brewers,0,6,1, 3:21,"Night Game, on grass",Chicago Cubs,1,10,4, 7:05 p.m. , Wrigley Field,Tuesday,16,August, 2016
953,"41,148",Milwaukee Brewers,0,3,0, 3:12,"Day Game, on grass",Chicago Cubs,1,6,4, 12:20 p.m. , Wrigley Field,Tuesday,16,August, 2016
954,"26,014",Boston Red Sox,0,7,5, 3:05,"Night Game, on grass",Baltimore Orioles,0,4,3, 7:08 p.m. , Oriole Park at Camden Yards,Tuesday,16,August, 2016
955,"17,611",Minnesota Twins,0,11,4, 3:28,"Night Game, on grass",Atlanta Braves,0,6,2, 7:10 p.m. , Turner Field,Tuesday,16,August, 2016
956,"20,790",New York Mets,2,12,7, 3:24,"Night Game, on grass",Arizona Diamondbacks,2,9,5, 6:40 p.m. , Chase Field,Tuesday,16,August, 2016
957,"37,546",Seattle Mariners,0,10,6, 3:03,"Night Game, on grass",Los Angeles Angels of Anaheim,2,8,7, 7:07 p.m. , Angel Stadium of Anaheim,Tuesday,16,August, 2016
958,"22,845",Oakland Athletics,1,6,2, 2:42,"Night Game, on grass",Texas Rangers,1,10,5, 7:08 p.m. , Globe Life Park in Arlington,Monday,15,August, 2016
959,"10,417",San Diego Padres,0,3,2, 2:50,"Night Game, on turf",Tampa Bay Rays,0,8,8, 7:10 p.m. , Tropicana Field,Monday,15,August, 2016
960,"41,850",Pittsburgh Pirates,1,12,8, 3:27,"Night Game, on grass",San Francisco Giants,0,12,5, 7:16 p.m. , AT&T Park,Monday,15,August, 2016
961,"36,015",Toronto Blue Jays,0,3,0, 2:55,"Night Game, on grass",New York Yankees,0,8,1, 7:08 p.m. , Yankee Stadium III,Monday,15,August, 2016
962,"29,803",Kansas City Royals,1,9,3, 2:58,"Night Game, on grass",Detroit Tigers,1,6,1, 7:10 p.m. , Comerica Park,Monday,15,August, 2016
963,"27,818",Washington Nationals,0,10,5, 3:26,"Night Game, on grass",Colorado Rockies,0,10,4, 6:40 p.m. , Coors Field,Monday,15,August, 2016
964,"19,174",Boston Red Sox,0,10,3, 2:57,"Day Game, on grass",Cleveland Indians,0,6,2, 1:12 p.m. , Progressive Field,Monday,15,August, 2016
965,"16,918",Miami Marlins,2,9,6, 3:41,"Night Game, on grass",Cincinnati Reds,1,7,3, 7:10 p.m. , Great American Ball Park,Monday,15,August, 2016
966,"17,340",New York Mets,2,12,6, 3:29,"Night Game, on grass",Arizona Diamondbacks,1,16,10, 6:40 p.m. , Chase Field,Monday,15,August, 2016
967,"29,107",Atlanta Braves,2,5,1, 2:46,"Day Game, on grass",Washington Nationals,0,9,9, 1:36 p.m. , Nationals Park,Sunday,14,August, 2016
968,"47,261",Houston Astros,2,7,2, 2:59,"Day Game, on turf",Toronto Blue Jays,2,11,9, 1:17 p.m. , Rogers Centre,Sunday,14,August, 2016
969,"35,458",Detroit Tigers,0,13,7, 2:26,"Day Game, on grass",Texas Rangers,1,4,0, 2:07 p.m. , Globe Life Park in Arlington,Sunday,14,August, 2016
970,"41,268",Baltimore Orioles,1,15,8, 3:14,"Day Game, on grass",San Francisco Giants,1,14,7, 1:06 p.m. , AT&T Park,Sunday,14,August, 2016
971,"20,068",Colorado Rockies,4,12,6, 3:33,"Day Game, on grass",Philadelphia Phillies,1,10,7, 1:38 p.m. , Citizens Bank Park,Sunday,14,August, 2016
972,"21,203",Seattle Mariners,0,12,8, 2:51,"Day Game, on grass",Oakland Athletics,0,9,4, 1:07 p.m. , Oakland-Alameda County Coliseum,Sunday,14,August, 2016
973,"26,612",San Diego Padres,2,4,1, 2:47,"Day Game, on grass",New York Mets,0,5,5, 1:10 p.m. , Citi Field,Sunday,14,August, 2016
974,"41,473",Tampa Bay Rays,0,15,12, 2:54,"Day Game, on grass",New York Yankees,1,7,3, 1:26 p.m. , Yankee Stadium III,Sunday,14,August, 2016
975,"31,730",Kansas City Royals,1,16,11, 3:07,"Day Game, on grass",Minnesota Twins,4,6,4, 1:12 p.m. , Target Field,Sunday,14,August, 2016
976,"30,103",Cincinnati Reds,0,7,3, 2:52,"Day Game, on grass",Milwaukee Brewers,0,8,7, 1:10 p.m. , Miller Park,Sunday,14,August, 2016
977,"21,401",Chicago White Sox,0,11,4, 2:49,"Day Game, on grass",Miami Marlins,0,9,5, 1:12 p.m. , Marlins Park,Sunday,14,August, 2016
978,"43,468",Pittsburgh Pirates,0,16,11, 3:39,"Day Game, on grass",Los Angeles Dodgers,2,7,3, 1:10 p.m. , Dodger Stadium,Sunday,14,August, 2016
979,"18,979",Los Angeles Angels of Anaheim,0,5,4, 2:47,"Day Game, on grass",Cleveland Indians,0,11,5, 2:48 p.m. , Progressive Field,Sunday,14,August, 2016
980,"41,019",St. Louis Cardinals,0,10,6, 3:02,"Night Game, on grass",Chicago Cubs,1,8,4, 7:09 p.m. , Wrigley Field,Sunday,14,August, 2016
981,"36,842",Arizona Diamondbacks,1,7,2, 2:49,"Day Game, on grass",Boston Red Sox,2,19,16, 1:35 p.m. , Fenway Park,Sunday,14,August, 2016
982,"38,490",Atlanta Braves,1,11,6, 3:07,"Night Game, on grass",Washington Nationals,1,11,7, 7:05 p.m. , Nationals Park,Saturday,13,August, 2016
983,"47,505",Houston Astros,0,7,2, 2:35,"Day Game, on turf",Toronto Blue Jays,0,7,4, 1:08 p.m. , Rogers Centre,Saturday,13,August, 2016
984,"37,792",Detroit Tigers,0,14,2, 2:54,"Night Game, on grass",Texas Rangers,0,3,0, 7:06 p.m. , Globe Life Park in Arlington,Saturday,13,August, 2016
985,"41,456",Baltimore Orioles,0,5,2, 2:59,"Night Game, on grass",San Francisco Giants,0,7,6, 6:06 p.m. , AT&T Park,Saturday,13,August, 2016
986,"23,203",Colorado Rockies,0,13,3, 3:20,"Night Game, on grass",Philadelphia Phillies,0,6,6, 7:08 p.m. , Citizens Bank Park,Saturday,13,August, 2016
987,"35,067",Seattle Mariners,0,9,4, 2:58,"Night Game, on grass",Oakland Athletics,0,11,3, 6:07 p.m. , Oakland-Alameda County Coliseum,Saturday,13,August, 2016
988,"36,854",San Diego Padres,3,5,2, 3:22,"Night Game, on grass",New York Mets,0,7,3, 7:10 p.m. , Citi Field,Saturday,13,August, 2016
989,"41,682",Tampa Bay Rays,0,6,4, 2:40,"Day Game, on grass",New York Yankees,0,11,8, 1:29 p.m. , Yankee Stadium III,Saturday,13,August, 2016
990,"30,147",Kansas City Royals,0,8,3, 2:35,"Night Game, on grass",Minnesota Twins,2,12,5, 6:10 p.m. , Target Field,Saturday,13,August, 2016
991,"30,357",Cincinnati Reds,0,16,11, 3:29,"Night Game, on grass",Milwaukee Brewers,2,14,5, 6:10 p.m. , Miller Park,Saturday,13,August, 2016
992,"20,006",Chicago White Sox,0,10,8, 3:23,"Night Game, on grass",Miami Marlins,0,14,7, 7:10 p.m. , Marlins Park,Saturday,13,August, 2016
993,"40,563",Pittsburgh Pirates,3,10,4, 3:54,"Day Game, on grass",Los Angeles Dodgers,0,17,8, 1:05 p.m. , Dodger Stadium,Saturday,13,August, 2016
994,"30,409",Los Angeles Angels of Anaheim,2,1,1, 3:04,"Night Game, on grass",Cleveland Indians,0,14,5, 9:21 p.m. , Progressive Field,Saturday,13,August, 2016
995,"41,278",St. Louis Cardinals,1,8,8, 2:50,"Day Game, on grass",Chicago Cubs,0,8,4, 1:20 p.m. , Wrigley Field,Saturday,13,August, 2016
996,"37,653",Arizona Diamondbacks,1,5,3, 3:12,"Night Game, on grass",Boston Red Sox,1,8,6, 7:10 p.m. , Fenway Park,Saturday,13,August, 2016
997,"29,089",Atlanta Braves,0,9,8, 3:15,"Night Game, on grass",Washington Nationals,0,9,5, 7:06 p.m. , Nationals Park,Friday,12,August, 2016
998,"40,848",St. Louis Cardinals,0,6,2, 2:59,"Day Game, on grass",Chicago Cubs,2,14,13, 1:20 p.m. , Wrigley Field,Friday,12,August, 2016
999,"37,555",Arizona Diamondbacks,2,12,4, 2:53,"Night Game, on grass",Boston Red Sox,0,11,9, 7:11 p.m. , Fenway Park,Friday,12,August, 2016
1000,"20,720",Colorado Rockies,0,15,12, 4:03,"Day Game, on grass",Texas Rangers,0,14,9, 1:08 p.m. , Globe Life Park in Arlington,Thursday,11,August, 2016
1001,"32,071",San Diego Padres,0,4,0, 2:37,"Day Game, on grass",Pittsburgh Pirates,0,9,4, 12:36 p.m. , PNC Park,Thursday,11,August, 2016
1002,"16,610",Baltimore Orioles,0,11,9, 3:10,"Day Game, on grass",Oakland Athletics,1,10,6, 12:37 p.m. , Oakland-Alameda County Coliseum,Thursday,11,August, 2016
1003,"39,271",Arizona Diamondbacks,0,12,9, 2:52,"Day Game, on grass",New York Mets,1,5,0, 12:12 p.m. , Citi Field,Thursday,11,August, 2016
1004,"24,935",Houston Astros,1,16,10, 2:46,"Night Game, on grass",Minnesota Twins,2,9,2, 6:10 p.m. , Target Field,Thursday,11,August, 2016
