,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,weekend,day,month,year
1247,"35,978",Milwaukee Brewers,1,5,3, 2:47,"Night Game, on grass",Pittsburgh Pirates,2,11,5, 7:07 p.m. , PNC Park,Thursday,21,July, 2016
1248,"27,839",Miami Marlins,1,16,9, 2:57,"Night Game, on grass",Philadelphia Phillies,2,3,3, 7:08 p.m. , Citizens Bank Park,Thursday,21,July, 2016
1249,"14,412",Tampa Bay Rays,0,10,7, 2:46,"Night Game, on grass",Oakland Athletics,0,5,3, 7:08 p.m. , Oakland-Alameda County Coliseum,Thursday,21,July, 2016
1250,"42,476",Baltimore Orioles,0,9,4, 2:52,"Day Game, on grass",New York Yankees,1,5,1, 1:07 p.m. , Yankee Stadium III,Thursday,21,July, 2016
1251,"36,527",Atlanta Braves,0,7,3, 3:04,"Night Game, on grass",Colorado Rockies,0,8,7, 6:40 p.m. , Coors Field,Thursday,21,July, 2016
1252,"24,938",Detroit Tigers,0,7,2, 2:08,"Night Game, on grass",Chicago White Sox,0,8,1, 7:10 p.m. , U.S. Cellular Field,Thursday,21,July, 2016
1253,"37,566",Minnesota Twins,1,5,2, 2:45,"Night Game, on grass",Boston Red Sox,1,17,13, 7:09 p.m. , Fenway Park,Thursday,21,July, 2016
1254,"34,050",Los Angeles Dodgers,0,4,1, 2:57,"Night Game, on grass",Washington Nationals,1,9,8, 7:07 p.m. , Nationals Park,Wednesday,20,July, 2016
1255,"41,012",San Diego Padres,0,7,2, 3:03,"Night Game, on grass",St. Louis Cardinals,0,7,3, 7:16 p.m. , Busch Stadium III,Wednesday,20,July, 2016
1256,"40,184",San Diego Padres,0,4,2, 2:32,"Day Game, on grass",St. Louis Cardinals,0,9,4, 1:16 p.m. , Busch Stadium III,Wednesday,20,July, 2016
1257,"39,985",Chicago White Sox,0,10,5, 3:12,"Day Game, on grass",Seattle Mariners,0,9,6, 12:42 p.m. , Safeco Field,Wednesday,20,July, 2016
1258,"36,717",Milwaukee Brewers,1,12,9, 3:43,"Night Game, on grass",Pittsburgh Pirates,0,11,5, 7:06 p.m. , PNC Park,Wednesday,20,July, 2016
1259,"20,654",Miami Marlins,0,5,1, 2:37,"Night Game, on grass",Philadelphia Phillies,1,12,4, 7:09 p.m. , Citizens Bank Park,Wednesday,20,July, 2016
1260,"20,231",Houston Astros,1,10,7, 3:06,"Day Game, on grass",Oakland Athletics,1,4,0, 12:37 p.m. , Oakland-Alameda County Coliseum,Wednesday,20,July, 2016
1261,"35,681",Baltimore Orioles,0,5,0, 2:40,"Night Game, on grass",New York Yankees,1,6,5, 7:07 p.m. , Yankee Stadium III,Wednesday,20,July, 2016
1262,"33,455",Cleveland Indians,0,10,11, 3:16,"Day Game, on grass",Kansas City Royals,0,7,4, 1:16 p.m. , Kauffman Stadium,Wednesday,20,July, 2016
1263,"35,020",Minnesota Twins,0,4,4, 3:05,"Day Game, on grass",Detroit Tigers,1,9,1, 1:10 p.m. , Comerica Park,Wednesday,20,July, 2016
1264,"31,456",Tampa Bay Rays,1,16,11, 3:27,"Day Game, on grass",Colorado Rockies,1,8,3, 1:11 p.m. , Coors Field,Wednesday,20,July, 2016
1265,"22,091",Atlanta Braves,0,9,3, 2:33,"Day Game, on grass",Cincinnati Reds,0,12,6, 12:37 p.m. , Great American Ball Park,Wednesday,20,July, 2016
1266,"41,210",New York Mets,0,9,2, 2:49,"Day Game, on grass",Chicago Cubs,0,11,6, 1:21 p.m. , Wrigley Field,Wednesday,20,July, 2016
1267,"38,201",San Francisco Giants,0,15,7, 3:46,"Night Game, on grass",Boston Red Sox,0,16,11, 7:10 p.m. , Fenway Park,Wednesday,20,July, 2016
1268,"20,076",Toronto Blue Jays,1,13,10, 2:52,"Day Game, on grass",Arizona Diamondbacks,3,11,4, 12:40 p.m. , Chase Field,Wednesday,20,July, 2016
1269,"37,095",Texas Rangers,1,10,4, 2:52,"Night Game, on grass",Los Angeles Angels of Anaheim,1,12,7, 7:08 p.m. , Angel Stadium of Anaheim,Wednesday,20,July, 2016
1270,"38,747",Los Angeles Dodgers,0,13,8, 3:14,"Night Game, on grass",Washington Nationals,2,7,4, 7:06 p.m. , Nationals Park,Tuesday,19,July, 2016
1271,"24,851",Chicago White Sox,1,10,6, 3:00,"Night Game, on grass",Seattle Mariners,0,6,1, 7:10 p.m. , Safeco Field,Tuesday,19,July, 2016
1272,"27,106",Milwaukee Brewers,3,7,2, 2:49,"Night Game, on grass",Pittsburgh Pirates,1,5,3, 7:07 p.m. , PNC Park,Tuesday,19,July, 2016
1273,"18,347",Miami Marlins,1,7,2, 3:26,"Night Game, on grass",Philadelphia Phillies,0,5,1, 7:07 p.m. , Citizens Bank Park,Tuesday,19,July, 2016
1274,"15,143",Houston Astros,1,10,3, 3:41,"Night Game, on grass",Oakland Athletics,1,11,4, 7:07 p.m. , Oakland-Alameda County Coliseum,Tuesday,19,July, 2016
1275,"31,192",Baltimore Orioles,1,4,1, 2:51,"Night Game, on grass",New York Yankees,0,7,7, 7:09 p.m. , Yankee Stadium III,Tuesday,19,July, 2016
1276,"32,030",Minnesota Twins,1,10,6, 2:55,"Night Game, on grass",Detroit Tigers,0,6,2, 7:10 p.m. , Comerica Park,Tuesday,19,July, 2016
1277,"33,061",Tampa Bay Rays,1,13,10, 2:54,"Night Game, on grass",Colorado Rockies,0,4,1, 8:41 p.m. , Coors Field,Tuesday,19,July, 2016
1278,"23,080",Atlanta Braves,1,10,5, 3:38,"Night Game, on grass",Cincinnati Reds,2,12,4, 7:11 p.m. , Great American Ball Park,Tuesday,19,July, 2016
1279,"41,456",New York Mets,1,8,2, 3:04,"Night Game, on grass",Chicago Cubs,0,9,1, 6:10 p.m. , Wrigley Field,Tuesday,19,July, 2016
1280,"38,082",San Francisco Giants,1,5,0, 2:42,"Night Game, on grass",Boston Red Sox,0,4,4, 7:11 p.m. , Fenway Park,Tuesday,19,July, 2016
1281,"26,626",Toronto Blue Jays,0,8,5, 2:58,"Night Game, on grass",Arizona Diamondbacks,2,6,1, 6:40 p.m. , Chase Field,Tuesday,19,July, 2016
1282,"36,368",Texas Rangers,0,13,6, 3:01,"Night Game, on grass",Los Angeles Angels of Anaheim,1,10,8, 7:08 p.m. , Angel Stadium of Anaheim,Tuesday,19,July, 2016
1283,"40,137",San Diego Padres,1,7,2, 2:55,"Night Game, on grass",St. Louis Cardinals,2,13,10, 7:15 p.m. , Busch Stadium III,Monday,18,July, 2016
1284,"20,598",Chicago White Sox,0,11,3, 2:21,"Night Game, on grass",Seattle Mariners,1,4,4, 7:11 p.m. , Safeco Field,Monday,18,July, 2016
1285,"19,115",Miami Marlins,0,6,3, 3:05,"Night Game, on grass",Philadelphia Phillies,0,4,2, 7:09 p.m. , Citizens Bank Park,Monday,18,July, 2016
1286,"10,651",Houston Astros,0,10,4, 3:06,"Night Game, on grass",Oakland Athletics,2,11,7, 7:07 p.m. , Oakland-Alameda County Coliseum,Monday,18,July, 2016
1287,"31,102",Baltimore Orioles,0,5,1, 2:57,"Night Game, on grass",New York Yankees,1,7,2, 7:08 p.m. , Yankee Stadium III,Monday,18,July, 2016
1288,"38,042",Cleveland Indians,0,7,3, 2:51,"Night Game, on grass",Kansas City Royals,0,10,7, 7:16 p.m. , Kauffman Stadium,Monday,18,July, 2016
1289,"29,290",Minnesota Twins,0,3,0, 2:26,"Night Game, on grass",Detroit Tigers,0,3,1, 7:10 p.m. , Comerica Park,Monday,18,July, 2016
1290,"30,601",Tampa Bay Rays,1,6,4, 3:12,"Night Game, on grass",Colorado Rockies,0,12,7, 7:12 p.m. , Coors Field,Monday,18,July, 2016
1291,"21,989",Atlanta Braves,1,9,2, 3:11,"Night Game, on grass",Cincinnati Reds,0,12,8, 7:11 p.m. , Great American Ball Park,Monday,18,July, 2016
1292,"41,353",New York Mets,1,6,1, 2:56,"Night Game, on grass",Chicago Cubs,0,10,5, 6:10 p.m. , Wrigley Field,Monday,18,July, 2016
1293,"36,020",Texas Rangers,1,8,5, 3:03,"Night Game, on grass",Los Angeles Angels of Anaheim,1,9,9, 7:08 p.m. , Angel Stadium of Anaheim,Monday,18,July, 2016
1294,"32,775",Pittsburgh Pirates,0,12,2, 5:48,"Day Game, on grass",Washington Nationals,0,8,1, 1:35 p.m. , Nationals Park,Sunday,17,July, 2016
1295,"16,161",Baltimore Orioles,0,8,2, 2:32,"Day Game, on turf",Tampa Bay Rays,0,6,5, 1:10 p.m. , Tropicana Field,Sunday,17,July, 2016
1296,"43,046",Miami Marlins,1,13,6, 3:03,"Day Game, on grass",St. Louis Cardinals,0,4,3, 1:14 p.m. , Busch Stadium III,Sunday,17,July, 2016
1297,"27,322",Houston Astros,0,11,8, 2:55,"Day Game, on grass",Seattle Mariners,3,7,1, 1:11 p.m. , Safeco Field,Sunday,17,July, 2016
1298,"35,784",San Francisco Giants,1,2,3, 3:25,"Day Game, on grass",San Diego Padres,2,10,5, 1:43 p.m. , Petco Park,Sunday,17,July, 2016
1299,"30,894",New York Mets,0,8,5, 2:21,"Day Game, on grass",Philadelphia Phillies,1,1,0, 1:38 p.m. , Citizens Bank Park,Sunday,17,July, 2016
1300,"21,626",Toronto Blue Jays,0,10,5, 3:12,"Day Game, on grass",Oakland Athletics,1,8,3, 1:06 p.m. , Oakland-Alameda County Coliseum,Sunday,17,July, 2016
1301,"42,884",Boston Red Sox,1,3,1, 2:57,"Night Game, on grass",New York Yankees,1,11,3, 8:08 p.m. , Yankee Stadium III,Sunday,17,July, 2016
1302,"25,692",Cleveland Indians,0,13,6, 2:46,"Day Game, on grass",Minnesota Twins,0,6,1, 1:40 p.m. , Target Field,Sunday,17,July, 2016
1303,"37,363",Kansas City Royals,1,6,2, 2:22,"Day Game, on grass",Detroit Tigers,0,11,4, 1:10 p.m. , Comerica Park,Sunday,17,July, 2016
1304,"23,085",Milwaukee Brewers,0,4,0, 2:34,"Day Game, on grass",Cincinnati Reds,1,4,1, 1:10 p.m. , Great American Ball Park,Sunday,17,July, 2016
1305,"41,213",Texas Rangers,1,6,4, 2:17,"Day Game, on grass",Chicago Cubs,0,4,1, 1:21 p.m. , Wrigley Field,Sunday,17,July, 2016
1306,"18,873",Colorado Rockies,0,4,0, 3:22,"Day Game, on grass",Atlanta Braves,0,7,1, 1:38 p.m. , Turner Field,Sunday,17,July, 2016
1307,"29,459",Los Angeles Dodgers,0,11,5, 3:14,"Day Game, on grass",Arizona Diamondbacks,0,9,6, 1:11 p.m. , Chase Field,Sunday,17,July, 2016
1308,"36,834",Chicago White Sox,0,7,1, 2:40,"Day Game, on grass",Los Angeles Angels of Anaheim,0,10,8, 12:39 p.m. , Angel Stadium of Anaheim,Sunday,17,July, 2016
1309,"28,393",Colorado Rockies,0,8,4, 3:02,"Night Game, on grass",Atlanta Braves,2,7,3, 7:10 p.m. , Turner Field,Saturday,16,July, 2016
1310,"38,899",Los Angeles Dodgers,0,10,1, 4:31,"Night Game, on grass",Arizona Diamondbacks,0,8,2, 5:11 p.m. , Chase Field,Saturday,16,July, 2016
1311,"39,620",Chicago White Sox,1,6,0, 2:20,"Night Game, on grass",Los Angeles Angels of Anaheim,0,2,1, 6:09 p.m. , Angel Stadium of Anaheim,Saturday,16,July, 2016
1312,"36,982",Pittsburgh Pirates,1,4,1, 2:43,"Night Game, on grass",Washington Nationals,0,7,5, 7:06 p.m. , Nationals Park,Friday,15,July, 2016
1313,"17,672",Baltimore Orioles,0,7,4, 3:00,"Night Game, on turf",Tampa Bay Rays,0,9,3, 7:10 p.m. , Tropicana Field,Friday,15,July, 2016
1314,"42,034",Miami Marlins,0,13,7, 3:24,"Night Game, on grass",St. Louis Cardinals,1,10,6, 7:16 p.m. , Busch Stadium III,Friday,15,July, 2016
1315,"29,217",Houston Astros,0,11,7, 2:54,"Night Game, on grass",Seattle Mariners,0,8,3, 7:10 p.m. , Safeco Field,Friday,15,July, 2016
1316,"38,522",San Francisco Giants,1,5,1, 2:39,"Night Game, on grass",San Diego Padres,0,7,4, 7:40 p.m. , Petco Park,Friday,15,July, 2016
1317,"28,076",New York Mets,1,9,5, 3:10,"Night Game, on grass",Philadelphia Phillies,0,5,3, 7:07 p.m. , Citizens Bank Park,Friday,15,July, 2016
1318,"19,192",Toronto Blue Jays,0,7,7, 3:09,"Night Game, on grass",Oakland Athletics,1,12,8, 7:07 p.m. , Oakland-Alameda County Coliseum,Friday,15,July, 2016
1319,"47,439",Boston Red Sox,0,8,5, 3:05,"Night Game, on grass",New York Yankees,0,4,3, 7:08 p.m. , Yankee Stadium III,Friday,15,July, 2016
1320,"27,074",Cleveland Indians,0,8,5, 2:54,"Night Game, on grass",Minnesota Twins,1,4,2, 7:11 p.m. , Target Field,Friday,15,July, 2016
1321,"37,447",Kansas City Royals,2,5,2, 2:57,"Night Game, on grass",Detroit Tigers,1,8,4, 7:11 p.m. , Comerica Park,Friday,15,July, 2016
1322,"30,680",Milwaukee Brewers,1,9,4, 3:14,"Night Game, on grass",Cincinnati Reds,1,9,5, 7:11 p.m. , Great American Ball Park,Friday,15,July, 2016
1323,"41,482",Texas Rangers,2,5,0, 2:44,"Day Game, on grass",Chicago Cubs,0,7,6, 1:20 p.m. , Wrigley Field,Friday,15,July, 2016
1324,"27,236",Colorado Rockies,0,10,11, 3:28,"Night Game, on grass",Atlanta Braves,2,9,2, 7:35 p.m. , Turner Field,Friday,15,July, 2016
1325,"30,639",Los Angeles Dodgers,0,18,13, 3:51,"Night Game, on grass",Arizona Diamondbacks,2,12,7, 6:40 p.m. , Chase Field,Friday,15,July, 2016
1326,"42,031",Chicago White Sox,2,5,0, 2:39,"Night Game, on grass",Los Angeles Angels of Anaheim,0,9,7, 7:10 p.m. , Angel Stadium of Anaheim,Friday,15,July, 2016
1327,"47,747",Detroit Tigers,0,6,1, 2:49,"Day Game, on turf",Toronto Blue Jays,0,14,6, 1:15 p.m. , Rogers Centre,Sunday,10,July, 2016
1328,"31,978",Minnesota Twins,1,18,15, 3:13,"Day Game, on grass",Texas Rangers,3,9,5, 2:08 p.m. , Globe Life Park in Arlington,Sunday,10,July, 2016
1329,"42,075",Arizona Diamondbacks,0,1,0, 2:54,"Night Game, on grass",San Francisco Giants,1,11,4, 5:08 p.m. , AT&T Park,Sunday,10,July, 2016
1330,"37,998",Chicago Cubs,2,15,6, 2:58,"Day Game, on grass",Pittsburgh Pirates,0,7,5, 1:38 p.m. , PNC Park,Sunday,10,July, 2016
1331,"35,778",Washington Nationals,0,6,3, 2:41,"Day Game, on grass",New York Mets,0,5,2, 1:11 p.m. , Citi Field,Sunday,10,July, 2016
1332,"42,066",St. Louis Cardinals,0,12,5, 3:00,"Day Game, on grass",Milwaukee Brewers,1,6,1, 1:12 p.m. , Miller Park,Sunday,10,July, 2016
1333,"22,394",Cincinnati Reds,1,9,3, 3:04,"Day Game, on grass",Miami Marlins,0,10,7, 1:11 p.m. , Marlins Park,Sunday,10,July, 2016
1334,"42,801",San Diego Padres,0,3,1, 2:49,"Day Game, on grass",Los Angeles Dodgers,0,10,3, 1:10 p.m. , Dodger Stadium,Sunday,10,July, 2016
1335,"27,544",Seattle Mariners,0,14,8, 3:03,"Day Game, on grass",Kansas City Royals,1,10,5, 1:17 p.m. , Kauffman Stadium,Sunday,10,July, 2016
1336,"28,119",Oakland Athletics,3,4,1, 3:05,"Day Game, on grass",Houston Astros,0,8,2, 1:11 p.m. , Minute Maid Park,Sunday,10,July, 2016
1337,"32,113",Philadelphia Phillies,1,13,10, 3:11,"Day Game, on grass",Colorado Rockies,0,10,3, 2:13 p.m. , Coors Field,Sunday,10,July, 2016
1338,"29,089",New York Yankees,1,13,11, 3:35,"Day Game, on grass",Cleveland Indians,3,11,7, 1:11 p.m. , Progressive Field,Sunday,10,July, 2016
1339,"29,156",Atlanta Braves,0,6,2, 2:22,"Day Game, on grass",Chicago White Sox,1,6,0, 1:10 p.m. , U.S. Cellular Field,Sunday,10,July, 2016
1340,"36,669",Tampa Bay Rays,0,4,0, 2:31,"Day Game, on grass",Boston Red Sox,0,8,4, 1:36 p.m. , Fenway Park,Sunday,10,July, 2016
1341,"32,963",Los Angeles Angels of Anaheim,1,5,2, 3:13,"Day Game, on grass",Baltimore Orioles,1,12,4, 1:38 p.m. , Oriole Park at Camden Yards,Sunday,10,July, 2016
1342,"47,684",Detroit Tigers,2,7,3, 2:47,"Day Game, on turf",Toronto Blue Jays,1,6,2, 1:09 p.m. , Rogers Centre,Saturday,9,July, 2016
1343,"37,708",Minnesota Twins,1,12,8, 3:20,"Night Game, on grass",Texas Rangers,1,13,6, 9:15 p.m. , Globe Life Park in Arlington,Saturday,9,July, 2016
1344,"41,571",Arizona Diamondbacks,0,8,2, 3:03,"Day Game, on grass",San Francisco Giants,1,8,4, 1:05 p.m. , AT&T Park,Saturday,9,July, 2016
1345,"37,796",Chicago Cubs,1,14,6, 3:31,"Night Game, on grass",Pittsburgh Pirates,0,9,12, 7:16 p.m. , PNC Park,Saturday,9,July, 2016
1346,"36,953",Washington Nationals,1,7,6, 3:13,"Night Game, on grass",New York Mets,0,4,1, 7:17 p.m. , Citi Field,Saturday,9,July, 2016
1347,"37,101",St. Louis Cardinals,0,10,8, 3:26,"Day Game, on grass",Milwaukee Brewers,0,4,1, 1:19 p.m. , Miller Park,Saturday,9,July, 2016
1348,"23,653",Cincinnati Reds,0,8,2, 2:48,"Day Game, on grass",Miami Marlins,0,8,4, 4:11 p.m. , Marlins Park,Saturday,9,July, 2016
1349,"48,411",San Diego Padres,2,3,3, 2:45,"Day Game, on grass",Los Angeles Dodgers,0,9,4, 4:15 p.m. , Dodger Stadium,Saturday,9,July, 2016
1350,"30,659",Seattle Mariners,0,8,3, 2:53,"Day Game, on grass",Kansas City Royals,0,12,5, 3:15 p.m. , Kauffman Stadium,Saturday,9,July, 2016
1351,"35,312",Oakland Athletics,0,10,3, 2:52,"Day Game, on grass",Houston Astros,0,6,2, 3:11 p.m. , Minute Maid Park,Saturday,9,July, 2016
1352,"48,105",Philadelphia Phillies,0,13,3, 2:45,"Night Game, on grass",Colorado Rockies,1,10,8, 6:42 p.m. , Coors Field,Saturday,9,July, 2016
1353,"32,951",New York Yankees,0,14,7, 4:18,"Day Game, on grass",Cleveland Indians,2,11,6, 4:10 p.m. , Progressive Field,Saturday,9,July, 2016
1354,"23,888",Atlanta Braves,2,8,4, 2:48,"Day Game, on grass",Chicago White Sox,0,11,5, 1:10 p.m. , U.S. Cellular Field,Saturday,9,July, 2016
1355,"36,900",Tampa Bay Rays,1,7,1, 2:43,"Day Game, on grass",Boston Red Sox,1,8,4, 4:06 p.m. , Fenway Park,Saturday,9,July, 2016
1356,"43,228",Detroit Tigers,0,7,0, 3:07,"Night Game, on turf",Toronto Blue Jays,0,13,6, 7:07 p.m. , Rogers Centre,Friday,8,July, 2016
1357,"40,330",Minnesota Twins,1,7,5, 3:14,"Night Game, on grass",Texas Rangers,0,10,6, 7:10 p.m. , Globe Life Park in Arlington,Friday,8,July, 2016
1358,"41,576",Arizona Diamondbacks,1,7,2, 3:27,"Night Game, on grass",San Francisco Giants,0,8,6, 7:15 p.m. , AT&T Park,Friday,8,July, 2016
1359,"35,904",Chicago Cubs,2,6,4, 3:23,"Night Game, on grass",Pittsburgh Pirates,2,10,8, 7:07 p.m. , PNC Park,Friday,8,July, 2016
1360,"35,030",Washington Nationals,0,4,3, 3:17,"Night Game, on grass",New York Mets,1,4,1, 7:47 p.m. , Citi Field,Friday,8,July, 2016
1361,"28,343",St. Louis Cardinals,1,8,3, 3:05,"Night Game, on grass",Milwaukee Brewers,2,6,4, 7:10 p.m. , Miller Park,Friday,8,July, 2016
1362,"22,333",Cincinnati Reds,0,6,1, 2:16,"Night Game, on grass",Miami Marlins,2,7,3, 7:11 p.m. , Marlins Park,Friday,8,July, 2016
1363,"43,588",San Diego Padres,2,14,6, 3:45,"Night Game, on grass",Los Angeles Dodgers,1,14,10, 7:10 p.m. , Dodger Stadium,Friday,8,July, 2016
1364,"33,391",Seattle Mariners,0,7,3, 2:41,"Night Game, on grass",Kansas City Royals,1,6,2, 7:15 p.m. , Kauffman Stadium,Friday,8,July, 2016
1365,"31,438",Oakland Athletics,0,14,9, 3:29,"Night Game, on grass",Houston Astros,0,12,10, 7:10 p.m. , Minute Maid Park,Friday,8,July, 2016
1366,"42,335",Philadelphia Phillies,0,7,5, 3:36,"Night Game, on grass",Colorado Rockies,2,12,3, 6:11 p.m. , Coors Field,Friday,8,July, 2016
1367,"34,045",New York Yankees,0,7,2, 2:36,"Night Game, on grass",Cleveland Indians,0,9,10, 7:11 p.m. , Progressive Field,Friday,8,July, 2016
1368,"26,199",Atlanta Braves,2,15,11, 3:17,"Night Game, on grass",Chicago White Sox,1,13,8, 7:10 p.m. , U.S. Cellular Field,Friday,8,July, 2016
1369,"37,739",Tampa Bay Rays,0,10,5, 3:20,"Night Game, on grass",Boston Red Sox,0,11,6, 7:10 p.m. , Fenway Park,Friday,8,July, 2016
1370,"44,317",Los Angeles Angels of Anaheim,2,10,9, 3:27,"Night Game, on grass",Baltimore Orioles,2,9,5, 7:11 p.m. , Oriole Park at Camden Yards,Friday,8,July, 2016
1371,"46,283",Detroit Tigers,1,8,4, 3:18,"Night Game, on turf",Toronto Blue Jays,0,12,5, 7:08 p.m. , Rogers Centre,Thursday,7,July, 2016
1372,"43,934",Minnesota Twins,0,18,10, 3:37,"Night Game, on grass",Texas Rangers,0,4,1, 7:07 p.m. , Globe Life Park in Arlington,Thursday,7,July, 2016
1373,"14,576",Los Angeles Angels of Anaheim,0,8,5, 3:01,"Day Game, on turf",Tampa Bay Rays,1,5,1, 12:10 p.m. , Tropicana Field,Thursday,7,July, 2016
1374,"42,144",Pittsburgh Pirates,0,6,1, 2:42,"Day Game, on grass",St. Louis Cardinals,0,6,5, 1:16 p.m. , Busch Stadium III,Thursday,7,July, 2016
1375,"37,569",Washington Nationals,0,12,7, 3:39,"Night Game, on grass",New York Mets,1,15,9, 7:10 p.m. , Citi Field,Thursday,7,July, 2016
1376,"44,759",San Diego Padres,0,10,6, 2:45,"Night Game, on grass",Los Angeles Dodgers,1,2,0, 7:10 p.m. , Dodger Stadium,Thursday,7,July, 2016
1377,"31,425",Seattle Mariners,0,9,3, 2:37,"Night Game, on grass",Kansas City Royals,0,9,4, 7:15 p.m. , Kauffman Stadium,Thursday,7,July, 2016
1378,"20,933",Oakland Athletics,0,4,3, 2:32,"Night Game, on grass",Houston Astros,1,3,1, 7:10 p.m. , Minute Maid Park,Thursday,7,July, 2016
1379,"35,250",Philadelphia Phillies,0,9,2, 2:53,"Night Game, on grass",Colorado Rockies,0,14,11, 6:40 p.m. , Coors Field,Thursday,7,July, 2016
1380,"23,848",New York Yankees,0,11,5, 3:00,"Night Game, on grass",Cleveland Indians,0,7,4, 7:10 p.m. , Progressive Field,Thursday,7,July, 2016
1381,"41,480",Atlanta Braves,0,6,4, 3:54,"Night Game, on grass",Chicago Cubs,0,8,3, 8:40 p.m. , Wrigley Field,Thursday,7,July, 2016
1382,"26,330",Milwaukee Brewers,0,8,4, 2:47,"Day Game, on grass",Washington Nationals,1,10,7, 4:06 p.m. , Nationals Park,Wednesday,6,July, 2016
1383,"39,971",Kansas City Royals,0,4,2, 2:16,"Night Game, on turf",Toronto Blue Jays,0,8,4, 7:08 p.m. , Rogers Centre,Wednesday,6,July, 2016
1384,"11,267",Los Angeles Angels of Anaheim,0,9,7, 3:18,"Night Game, on turf",Tampa Bay Rays,3,9,2, 7:11 p.m. , Tropicana Field,Wednesday,6,July, 2016
1385,"42,693",Pittsburgh Pirates,0,9,7, 3:21,"Night Game, on grass",St. Louis Cardinals,1,12,5, 7:15 p.m. , Busch Stadium III,Wednesday,6,July, 2016
1386,"42,076",Colorado Rockies,0,5,1, 2:31,"Night Game, on grass",San Francisco Giants,0,9,5, 7:16 p.m. , AT&T Park,Wednesday,6,July, 2016
1387,"19,211",Atlanta Braves,0,7,3, 2:54,"Day Game, on grass",Philadelphia Phillies,2,9,4, 1:07 p.m. , Citizens Bank Park,Wednesday,6,July, 2016
1388,"26,191",Miami Marlins,1,7,2, 2:40,"Day Game, on grass",New York Mets,0,6,4, 1:10 p.m. , Citi Field,Wednesday,6,July, 2016
1389,"41,753",Colorado Rockies,1,13,7, 3:34,"Night Game, on grass",San Francisco Giants,0,6,3, 7:16 p.m. , AT&T Park,Tuesday,5,July, 2016
1390,"18,426",Atlanta Braves,1,6,1, 2:08,"Night Game, on grass",Philadelphia Phillies,0,8,5, 7:07 p.m. , Citizens Bank Park,Tuesday,5,July, 2016
1391,"29,477",Miami Marlins,0,9,5, 2:33,"Night Game, on grass",New York Mets,0,4,2, 7:11 p.m. , Citi Field,Tuesday,5,July, 2016
1392,"16,938",Oakland Athletics,0,8,4, 3:08,"Night Game, on grass",Minnesota Twins,1,12,11, 9:52 p.m. , Target Field,Tuesday,5,July, 2016
1393,"45,373",Baltimore Orioles,0,9,4, 3:17,"Night Game, on grass",Los Angeles Dodgers,1,6,1, 7:10 p.m. , Dodger Stadium,Tuesday,5,July, 2016
1394,"21,553",Seattle Mariners,1,7,2, 2:34,"Night Game, on grass",Houston Astros,1,7,5, 7:11 p.m. , Minute Maid Park,Tuesday,5,July, 2016
1395,"19,448",Detroit Tigers,0,4,1, 3:05,"Night Game, on grass",Cleveland Indians,0,13,12, 7:10 p.m. , Progressive Field,Tuesday,5,July, 2016
1396,"41,310",Cincinnati Reds,0,10,9, 3:08,"Day Game, on grass",Chicago Cubs,2,7,5, 1:21 p.m. , Wrigley Field,Tuesday,5,July, 2016
1397,"20,773",New York Yankees,0,20,9, 3:07,"Night Game, on grass",Chicago White Sox,2,6,0, 7:10 p.m. , U.S. Cellular Field,Tuesday,5,July, 2016
1398,"35,964",Texas Rangers,0,11,7, 3:21,"Night Game, on grass",Boston Red Sox,0,11,2, 7:10 p.m. , Fenway Park,Tuesday,5,July, 2016
1399,"14,110",San Diego Padres,0,12,5, 2:52,"Night Game, on grass",Arizona Diamondbacks,0,10,7, 6:40 p.m. , Chase Field,Tuesday,5,July, 2016
1400,"29,174",Milwaukee Brewers,1,5,1, 3:01,"Day Game, on grass",Washington Nationals,1,2,0, 11:05 a.m. , Nationals Park,Monday,4,July, 2016
1401,"36,438",Kansas City Royals,0,4,2, 2:10,"Night Game, on turf",Toronto Blue Jays,0,6,6, 7:08 p.m. , Rogers Centre,Monday,4,July, 2016
1402,"14,532",Los Angeles Angels of Anaheim,0,8,2, 3:12,"Day Game, on turf",Tampa Bay Rays,1,7,4, 1:11 p.m. , Tropicana Field,Monday,4,July, 2016
1403,"41,850",Pittsburgh Pirates,0,11,4, 2:54,"Day Game, on grass",St. Louis Cardinals,1,10,2, 2:41 p.m. , Busch Stadium III,Monday,4,July, 2016
1404,"41,874",Colorado Rockies,1,6,1, 2:56,"Day Game, on grass",San Francisco Giants,0,5,3, 1:06 p.m. , AT&T Park,Monday,4,July, 2016
1405,"19,064",Atlanta Braves,1,6,2, 2:27,"Day Game, on grass",Philadelphia Phillies,1,12,8, 4:08 p.m. , Citizens Bank Park,Monday,4,July, 2016
1406,"30,424",Miami Marlins,0,17,6, 3:38,"Day Game, on grass",New York Mets,2,13,8, 4:12 p.m. , Citi Field,Monday,4,July, 2016
1407,"23,100",Oakland Athletics,0,7,3, 2:50,"Day Game, on grass",Minnesota Twins,1,4,1, 1:10 p.m. , Target Field,Monday,4,July, 2016
1408,"47,378",Baltimore Orioles,0,8,5, 3:12,"Night Game, on grass",Los Angeles Dodgers,0,9,7, 6:10 p.m. , Dodger Stadium,Monday,4,July, 2016
